,date,tweet,likeCount,Bank,User,Subjectivity,Polarity,Analysis,cleaned_words
1170,2023-05-27 11:18:05+00:00,kaduna update malam  has presented the report of the  transition committee to governorelect senator uba sani this signals the administrative handover to the incoming government,4,UBA,isnuhu,0.0,0.0,Neutral,kaduna update malam presented report transition committee governorelect senator uba sani signals administrative handover incoming government
1171,2023-05-27 11:16:32+00:00,kaduna update malam  has presented the report of the  transition committee to governorelect  this signals the administrative handover to the incoming government,2,UBA,uba2023_beyond,0.0,0.0,Neutral,kaduna update malam presented report transition committee governorelect signals administrative handover incoming government
1172,2023-05-27 11:16:18+00:00,uba pls help me boss im trying to get some equipments for my youtube channel,0,UBA,asher89027911,0.0,0.0,Neutral,uba pls help boss trying get equipments youtube channel
1174,2023-05-27 11:15:41+00:00,that not uba group please it scam,0,UBA,1759OzaBoy,0.0,0.0,Neutral,uba group please scam
1178,2023-05-27 11:09:23+00:00,governorelect senator uba sani joins governor elrufai at the  kaduna state childrens day celebration held at the murtala square kaduna state,35,UBA,OzoMusty,0.0,0.0,Neutral,governorelect senator uba sani joins governor elrufai kaduna state childrens day celebration held murtala square kaduna state
1179,2023-05-27 11:09:08+00:00,very much okay boss  uba,0,UBA,ManLikeZeek,0.5,0.5,Positive,much okay boss uba
1180,2023-05-27 11:08:17+00:00,i didnt see uba sani in the picture,0,UBA,Iamumarfaisal,0.0,0.0,Neutral,didnt uba sani picture
1183,2023-05-27 11:05:58+00:00,abeg oo bossi go really appreciate oo uba,0,UBA,miide_ade,0.2,0.2,Positive,abeg oo bossi really appreciate oo uba
1184,2023-05-27 11:05:49+00:00,samylo dorcas uba    thanks please sir,0,UBA,DSamylo,0.2,0.2,Positive,samylo dorcas uba thanks please sir
1185,2023-05-27 11:04:26+00:00,ajueshi ovie nelson uba bank abeg help me boss mah am join my house rent,0,UBA,gt_nelly,0.0,0.0,Neutral,ajueshi ovie nelson uba bank abeg help boss mah join house rent
1189,2023-05-27 11:02:18+00:00,bosswill i be lucky this time well its in gods hands  uba,0,UBA,ManLikeZeek,0.8333333333333334,0.3333333333333333,Positive,bosswill lucky time well gods hands uba
1190,2023-05-27 11:01:44+00:00,it so annoying holding on to my money for this long the person in charge of your social media handle is not competent at all you keep sending same messages all the time pretending that you know that uba card numbers is quite different from st bank card numbers,2,UBA,onyeochaonyeka1,0.4597222222222222,-0.1777777777777778,Negative,annoying holding money long person charge social media handle competent keep sending messages time pretending uba card numbers quite different st bank card numbers
1191,2023-05-27 11:00:46+00:00,yes  please  sir  samylo dorcas uba    thanks,0,UBA,DSamylo,0.2,0.2,Positive,yes please sir samylo dorcas uba thanks
1195,2023-05-27 10:57:25+00:00,uba and stbank,0,UBA,Adebayo76665341,0.0,0.0,Neutral,uba stbank
1197,2023-05-27 10:55:55+00:00,uba obinna john marcuson behalf of my mother pls help her to get her drugs,0,UBA,obinnamarcus2,0.0,0.0,Neutral,uba obinna john marcuson behalf mother pls help get drugs
1198,2023-05-27 10:55:53+00:00,xfffadbabaccdcffaeaedb,0,UBA,AnonymousJigger,0.0,0.0,Neutral,xfffadbabaccdcffaeaedb
1199,2023-05-27 10:55:21+00:00,please sir this one should not pass me bysamylo dorcas uba    thanks sir,0,UBA,DSamylo,0.2,0.2,Positive,please sir pass bysamylo dorcas uba thanks sir
1204,2023-05-27 10:47:38+00:00,they should have allowed us to reply the message nau,0,UBA,Henrireign,0.0,0.0,Neutral,allowed us reply message nau
1205,2023-05-27 10:46:03+00:00,boss man im here plsuba bank ugonna chimma,2,UBA,fredson_ja77855,0.0,0.0,Neutral,boss man plsuba bank ugonna chimma
1208,2023-05-27 10:40:59+00:00,engineering and easy in the same sentencebura ubaengineering mathematics circuit theorymechanics of machine vibrationheat and mass transfercontrol engineering robotics etcthese are just few courses under mechatronic engineering oh,1,UBA,jakehameed,0.3527777777777778,0.07777777777777778,Positive,engineering easy sentencebura ubaengineering mathematics circuit theorymechanics machine vibrationheat mass transfercontrol engineering robotics etcthese courses mechatronic engineering oh
1210,2023-05-27 10:35:43+00:00,done since day  sir please bless me sirit will go a long way in my life right now uba oladele abdulazeez,0,UBA,Oladeleabdulaz9,0.46785714285714286,0.11785714285714285,Positive,done since day sir please bless sirit long way life right uba oladele abdulazeez
1213,2023-05-27 10:23:24+00:00,god bless mayor k to support my plank business will go a long way  i come completely correct  abiodun omodunmiju uba more wins bro,0,UBA,AbbeyCr7,0.375,0.21250000000000002,Positive,god bless mayor k support plank business long way come completely correct abiodun omodunmiju uba wins bro
1214,2023-05-27 10:22:16+00:00,im this close to telling this uba handler thats hes mad,4,UBA,BelMamacita,1.0,-0.625,Negative,close telling uba handler thats hes mad
1215,2023-05-27 10:22:06+00:00,more bless omo madam k to support my plank business too will go a long way   abiodun omodunmiju uba have come correct,0,UBA,AbbeyCr7,0.45,0.225,Positive,bless omo madam k support plank business long way abiodun omodunmiju uba come correct
1216,2023-05-27 10:21:27+00:00,to sort my house needs  uba bank ugonna chimma,0,UBA,fredson_ja77855,0.0,0.0,Neutral,sort house needs uba bank ugonna chimma
1218,2023-05-27 10:16:55+00:00,im here but im hoping to get it this time around uba ugonna chimma,0,UBA,fredson_ja77855,0.0,0.0,Neutral,hoping get time around uba ugonna chimma
1219,2023-05-27 10:16:08+00:00,the governor mal nasir elrufai the governorelect sen uba sani amp the deputy governor elect have arrived at murtala muhammed square to participate in the children day marchpast  they are accompanied by the administrator,29,UBA,KCTA_KD,0.9,0.8,Positive,governor mal nasir elrufai governorelect sen uba sani deputy governor elect arrived murtala muhammed square participate children day marchpast accompanied administrator
1220,2023-05-27 10:16:07+00:00,yesmy account is  uba bank,0,UBA,fredson_ja77855,0.0,0.0,Neutral,yesmy account uba bank
1222,2023-05-27 10:13:40+00:00,ubayou just born me,0,UBA,kvngston_zhedaq,0.0,0.0,Neutral,ubayou born
1224,2023-05-27 10:10:48+00:00,uba atujor stanley i never win giveaway ones for the twitter when i go win self,0,UBA,Stanley06945653,0.4,0.2,Positive,uba atujor stanley never win giveaway ones twitter win self
1225,2023-05-27 10:08:05+00:00,them,0,UBA,Uba_198,0.0,0.0,Neutral,
1230,2023-05-27 09:50:07+00:00,days to kashim ibrahim house                         securitythe senator uba sani administration will reinvigorate the kaduna state counter terrorism operations centre with the participation of all relevant security and law enforcement agenciesprogress continues,1,UBA,yunusxonline,0.9,0.4,Positive,days kashim ibrahim house securitythe senator uba sani administration reinvigorate kaduna state counter terrorism operations centre participation relevant security law enforcement agenciesprogress continues
1233,2023-05-27 09:44:28+00:00,yes of courseuba bankugonna chimma,1,UBA,fredson_ja77855,0.0,0.0,Neutral,yes courseuba bankugonna chimma
1234,2023-05-27 09:39:57+00:00,to buy food stuff sir uba  thank you   more blessings come ur way sir,1,UBA,PaulMosesss,0.5,0.5,Positive,buy food stuff sir uba thank blessings come ur way sir
1235,2023-05-27 09:38:19+00:00,boss pls surprise me too uba,0,UBA,fredson_ja77855,0.0,0.0,Neutral,boss pls surprise uba
1236,2023-05-27 09:34:58+00:00,omah lay soso is the only grammy worthy song out of nigeria last year but grammy or not omah lay is here to stay he dont need validation,7,UBA,Uba_198,0.688888888888889,0.1111111111111111,Positive,omah lay soso grammy worthy song nigeria last year grammy omah lay stay need validation
1237,2023-05-27 09:32:44+00:00,god bless you alwaysi really will appreciate uba,0,UBA,Berrychexthrift,0.2,0.2,Positive,god bless alwaysi really appreciate uba
1239,2023-05-27 09:28:42+00:00,boss man i dey ohuba,1,UBA,fredson_ja77855,0.0,0.0,Neutral,boss man dey ohuba
1240,2023-05-27 09:25:51+00:00,well said,0,UBA,Realosariemen,0.0,0.0,Neutral,well said
1242,2023-05-27 09:24:30+00:00,we have special and spiritual beings omah lay is one of day,9,UBA,Uba_198,0.35238095238095235,0.17857142857142858,Positive,special spiritual beings omah lay day
1243,2023-05-27 09:21:36+00:00,what is the difference between dem mama and fire on the mountain are both music not passing same message some of you are too blinded by bias on this app,1,UBA,Realosariemen,0.125,0.0,Neutral,difference dem mama fire mountain music passing message blinded bias app
1244,2023-05-27 09:21:35+00:00,i pray for my sisteramen amen amen,0,UBA,obianozie_uba,0.0,0.0,Neutral,pray sisteramen amen amen
1246,2023-05-27 09:17:47+00:00,even k no reach my side eje for children dayuba bank,0,UBA,Preacher__Mike,0.0,0.0,Neutral,even k reach side eje children dayuba bank
1247,2023-05-27 09:16:03+00:00,thanks sir more blessings ubaadeyinka adeosun,0,UBA,deyinkaaoluseye,0.35,0.35,Positive,thanks sir blessings ubaadeyinka adeosun
1250,2023-05-27 09:06:06+00:00,davido im sorryuba bank nonso credit me sumtin abeg as loyal mutual wey dey engage,0,UBA,Preacher__Mike,0.8333333333333334,0.3333333333333333,Positive,davido sorryuba bank nonso credit sumtin abeg loyal mutual wey dey engage
1251,2023-05-27 09:03:15+00:00,same energy,0,UBA,Sympah_,0.125,0.0,Neutral,energy
1253,2023-05-27 08:57:45+00:00,i dont know what to do again  ive waited for hrs again after the upgrade why is it still limiting my transaction i need to make this transaction as soon as possible please,4,UBA,Hor_Lolade,1.0,0.0,Neutral,ive waited hrs upgrade still limiting transaction need transaction soon possible please
1254,2023-05-27 08:57:28+00:00,let go bossit will keep coming this time more than this,2,UBA,EmekaBrendan1,0.5,0.5,Positive,let bossit keep coming time
1255,2023-05-27 08:55:52+00:00,haaa k can do much more oh abeg boss i want to b credited at all at i no minduba,0,UBA,Godblessfaith1,0.5,0.5,Positive,haaa k much oh abeg boss want b credited minduba
1257,2023-05-27 08:54:43+00:00,ubai just little change to buy akara and pap this rain no gree stop,0,UBA,okikifx,0.5,-0.1875,Negative,ubai little change buy akara pap rain gree stop
1258,2023-05-27 08:53:58+00:00,dont be depressed or loose hope or think youre a failure when people showpost their resultsremember no body showpost their failuresjust keep pushing,2,UBA,EmekaBrendan1,0.2846153846153846,-0.19679487179487182,Negative,depressed loose hope think youre failure people showpost resultsremember body showpost failuresjust keep pushing
1259,2023-05-27 08:53:09+00:00,ubaboss pls show me love,0,UBA,Godblessfaith1,0.6,0.5,Positive,ubaboss pls show love
1260,2023-05-27 08:51:22+00:00,ubawe are all children of god,0,UBA,AdejumoOpeyem19,0.0,0.0,Neutral,ubawe children god
1262,2023-05-27 08:37:44+00:00,uba bank just bless the weekend oga mi,0,UBA,AyobamiOdufowo1,0.0,0.0,Neutral,uba bank bless weekend oga mi
1264,2023-05-27 08:36:55+00:00,for where nigeria or niger republic were not children make una no dey deceive us,0,UBA,ubafelix81,0.0,0.0,Neutral,nigeria niger republic children una dey deceive us
1265,2023-05-27 08:31:29+00:00,bless me with breakfast boss    uba bank god bless you and more wins,0,UBA,SamsonEmeriewen,0.35,0.4,Positive,bless breakfast boss uba bank god bless wins
1266,2023-05-27 08:23:17+00:00,i need moto for uba,3,UBA,babyMahurin,0.0,0.0,Neutral,need moto uba
1267,2023-05-27 08:17:01+00:00,it enough for my house rent ubaovoke chukwuemeka samuelthanks in anticipation sir,0,UBA,Emytexcomputer1,0.5,0.0,Neutral,enough house rent ubaovoke chukwuemeka samuelthanks anticipation sir
1268,2023-05-27 08:22:04+00:00,this is half true reno stop misleading people the rich save first without savings you cant get access to credit would i walk in to a uba bank and get loans from them first without having an account,1,UBA,IAmBigFred1,0.44666666666666666,0.21166666666666667,Positive,half true reno stop misleading people rich save first without savings get access credit would walk uba bank get loans first without account
1269,2023-05-27 08:12:51+00:00,rest  goan brush first den u can come nd we continue,0,UBA,RachaelJennie3,0.3333333333333333,0.25,Positive,rest goan brush first den come nd continue
1270,2023-05-27 08:08:53+00:00,congratulations broda,0,UBA,wiz_uba,0.0,0.0,Neutral,congratulations broda
1271,2023-05-27 08:08:22+00:00,na corolla wey i go take dy do uba ooosapa don show me shege,0,UBA,Jerry2914276909,0.0,0.0,Neutral,corolla wey take dy uba ooosapa show shege
1273,2023-05-27 08:05:13+00:00,uba thanks  boss,0,UBA,r_andomrants,0.2,0.2,Positive,uba thanks boss
1274,2023-05-27 08:05:08+00:00,i will buy food stuff for the weekend and gas  uba juliet thanks,0,UBA,JulietOdoh1,0.2,0.2,Positive,buy food stuff weekend gas uba juliet thanks
1275,2023-05-27 08:04:53+00:00,plz help a brother with breakfast  okere uchenna kelechi uba bank,0,UBA,Uchennaokere5,0.0,0.0,Neutral,plz help brother breakfast okere uchenna kelechi uba bank
1279,2023-05-27 07:48:14+00:00,obalende connecting cms apongbon and uba headquarters outer marina connecting state house are good to go mcwen bridge down to bonny camp is good like wise the return journey impediment still remain negative within the area of coverage  ltr,1,UBA,trafficbutter,0.6148148148148148,0.32407407407407407,Positive,obalende connecting cms apongbon uba headquarters outer marina connecting state house good mcwen bridge bonny camp good like wise return journey impediment still remain negative within area coverage ltr
1280,2023-05-27 07:43:34+00:00,bros help this boy do him birthday  ubawarrens tamarakuro godspowergod bless  bro,0,UBA,TamarWarrens,0.0,0.0,Neutral,bros help boy birthday ubawarrens tamarakuro godspowergod bless bro
1281,2023-05-27 07:39:13+00:00,which whatsapp message o lodged a complaint three weeks ago about a failed transaction which uba deducted me for and failed to refund my account,1,UBA,wusa_i,0.26666666666666666,-0.43333333333333335,Negative,whatsapp message lodged complaint three weeks ago failed transaction uba deducted failed refund account
1283,2023-05-27 07:35:47+00:00,theyre dragging uba in the comments section,0,UBA,thefolami,0.0,0.0,Neutral,theyre dragging uba comments section
1284,2023-05-27 07:35:40+00:00,uba bank olawole damilola muinatgood morning sir,0,UBA,Damilol02432931,0.0,0.0,Neutral,uba bank olawole damilola muinatgood morning sir
1285,2023-05-27 07:34:47+00:00,you no see anything to talk about gtgtgtking uba,1,UBA,Heeshola,0.0,0.0,Neutral,anything talk gtgtgtking uba
1286,2023-05-27 07:33:21+00:00,na today i know say mumu get levels,7,UBA,RachaelJennie3,0.0,0.0,Neutral,today say mumu get levels
1287,2023-05-27 07:33:12+00:00,from the center were indigenously grateful to mr soibifaa dokubo for coming with his world class touch of storytelling to celebrate   the center,3,UBA,uba_washington,0.1,-0.1,Negative,center indigenously grateful mr soibifaa dokubo coming world class touch storytelling celebrate center
1288,2023-05-27 07:31:44+00:00,obalende connecting cms apongbon and uba headquarters outer marina connecting state house are good to gomcwen bridge down to bonny camp is good like wise the return journeyimpediment still remain negative within the area of coverage,1,UBA,lagostraffic961,0.6148148148148148,0.32407407407407407,Positive,obalende connecting cms apongbon uba headquarters outer marina connecting state house good gomcwen bridge bonny camp good like wise return journeyimpediment still remain negative within area coverage
1289,2023-05-27 07:31:00+00:00,uba sending me happy children dayno be their fault na my account balance i blame,1,UBA,Luxury_Dhaddy,1.0,0.8,Positive,uba sending happy children dayno fault account balance blame
1290,2023-05-27 07:26:05+00:00,to fix my tricycle   uba bank,0,UBA,king_emmie7,0.0,0.0,Neutral,fix tricycle uba bank
1291,2023-05-27 07:25:00+00:00,i need breakfast more blessingsuba bankonyema b gift,0,UBA,GiftIsreal4,0.5,0.5,Positive,need breakfast blessingsuba bankonyema b gift
1293,2023-05-27 07:18:41+00:00,am    adekunle enroute adeniji the stretch of ilubirin simpson connecting osborne is a faster movement obalende connecting cms apongbon and uba headquarters outer marina connecting state house is good to go  lst,1,UBA,trafficbutter,0.6000000000000001,0.7,Positive,adekunle enroute adeniji stretch ilubirin simpson connecting osborne faster movement obalende connecting cms apongbon uba headquarters outer marina connecting state house good lst
1294,2023-05-27 07:15:26+00:00,ubathank you so much it going to go a long way for me,0,UBA,LeoDaniel2580,0.30000000000000004,0.07500000000000001,Positive,ubathank much going long way
1295,2023-05-27 07:13:03+00:00,trekking from phase  to uba because of protestif that is not doings of an idan i dont know what it,2,UBA,Che_Ellah,0.0,0.0,Neutral,trekking phase uba protestif doings idan
1297,2023-05-27 07:08:14+00:00,i hear guys don buy all the domain names for nigeriaair keepwe dey wait website nigerians uba too bad,3720,UBA,ruffydfire,0.6666666666666666,-0.6999999999999998,Negative,hear guys buy domain names nigeriaair keepwe dey wait website nigerians uba bad
1299,2023-05-27 07:04:29+00:00,even you wan follow dey treat us like backhand  ewee,1,UBA,bousficker,0.15000000000000002,-0.2,Negative,even wan follow dey treat us like backhand ewee
1304,2023-05-27 06:54:52+00:00,please someone should gift me ki really want to take my kids out today achenyo faith,2,UBA,Berrychexthrift,0.2,0.2,Positive,please someone gift ki really want take kids today achenyo faith
1308,2023-05-27 06:51:00+00:00,tell the true please,0,UBA,IshaqAbubakars6,0.65,0.35,Positive,tell true please
1309,2023-05-27 06:50:38+00:00,sir let me be part of dis blessing for lunch at least ubaagosa victoria ofure,0,UBA,Vicky40142830,0.4,-0.3,Negative,sir let part dis blessing lunch least ubaagosa victoria ofure
1312,2023-05-27 06:41:31+00:00,uba lordswillim expecting sir i havent seen yet,0,UBA,obidah271402,0.0,0.0,Neutral,uba lordswillim expecting sir havent seen yet
1313,2023-05-27 06:39:11+00:00,good morningemmanuel sundayuba bank,0,UBA,TobiEmm29013837,0.6000000000000001,0.7,Positive,good morningemmanuel sundayuba bank
1315,2023-05-27 06:32:05+00:00,uba african subsidiaries contribute  to its earnings,0,UBA,TheNigerianVoic,0.0,0.0,Neutral,uba african subsidiaries contribute earnings
1322,2023-05-27 06:06:27+00:00,she so beautiful,1,UBA,omoteacher,1.0,0.85,Positive,beautiful
1323,2023-05-27 05:49:55+00:00,boss any amount fit put something for belle for meeven if na akara make i buyuba bank asogwa celestine ifeanyichukwu,0,UBA,CelestineAsogwa,0.4,0.4,Positive,boss amount fit put something belle meeven akara buyuba bank asogwa celestine ifeanyichukwu
1326,2023-05-27 05:49:23+00:00,ubana only me drop account details and ready for the money god bless you boss,0,UBA,KristopherJR1,0.75,0.1,Positive,ubana drop account details ready money god bless boss
1328,2023-05-27 05:41:34+00:00,she is mad nah is today you know,0,UBA,UbaOnah,1.0,-0.625,Negative,mad nah today
1334,2023-05-27 04:50:03+00:00,upto now i never seen my november uba bank borno state  here is my id npwr pls c stream,0,UBA,abba_mbusube,0.0,0.0,Neutral,upto never seen november uba bank borno state id npwr pls c stream
1335,2023-05-27 04:47:13+00:00,foolish bank very soon una go dey loose customers,1,UBA,o_welsing,0.2846153846153846,0.06153846153846154,Positive,foolish bank soon una dey loose customers
1336,2023-05-27 04:47:07+00:00,uba bankwinner chukwuebuka ifeanyiplease sir help me out,0,UBA,WinnerIfea89366,0.0,0.0,Neutral,uba bankwinner chukwuebuka ifeanyiplease sir help
1339,2023-05-27 04:11:20+00:00,done bosspls help a brother okere uchenna kelechi uba bank,0,UBA,Uchennaokere5,0.0,0.0,Neutral,done bosspls help brother okere uchenna kelechi uba bank
1340,2023-05-27 04:02:47+00:00,bosssssss ur boi never chop  uba bank,1,UBA,ChiemerieEzeji,0.0,0.0,Neutral,bosssssss ur boi never chop uba bank
1341,2023-05-27 03:36:53+00:00,boss plss assist me with anything sir am really empty boss i will appreciate god bless sir uba bankabu frank,0,UBA,FrankAbu12,0.5,-0.1,Negative,boss plss assist anything sir really empty boss appreciate god bless sir uba bankabu frank
1342,2023-05-27 03:34:19+00:00,boss plss assist me with anything boss am really empty sir uba banktnx bossss,0,UBA,FrankAbu12,0.5,-0.1,Negative,boss plss assist anything boss really empty sir uba banktnx bossss
1343,2023-05-27 03:33:49+00:00,uba bank bro i never pay school fees,1,UBA,ChiemerieEzeji,0.0,0.0,Neutral,uba bank bro never pay school fees
1346,2023-05-27 02:48:13+00:00,i mistake him to someone else but nevertheless your papa na the main fool obete,0,UBA,Uba_198,0.3333333333333333,0.16666666666666666,Positive,mistake someone else nevertheless papa main fool obete
1347,2023-05-27 02:45:25+00:00,your papa na the real fowl,0,UBA,Uba_198,0.30000000000000004,0.2,Positive,papa real fowl
1348,2023-05-27 02:27:22+00:00,k is not a small money uba bank misline emmanuel boss man please help me even to start selling pure water am okay with that sir,0,UBA,MisworldEmma001,0.4666666666666666,0.27976190476190477,Positive,k small money uba bank misline emmanuel boss man please help even start selling pure water okay sir
1349,2023-05-27 02:23:22+00:00,am next person boss man  misline emmanuel uba bank i want to be the second one to receive my blessing from you boss man,0,UBA,MisworldEmma001,0.0,0.0,Neutral,next person boss man misline emmanuel uba bank want second receive blessing boss man
1351,2023-05-27 02:13:39+00:00,you are all madgo look for someone else to scam uba dey learn,0,UBA,John09258175,0.0,0.0,Neutral,madgo look someone else scam uba dey learn
1355,2023-05-27 02:02:22+00:00,im rolling on your wheel now,3,UBA,Uba_198,0.0,0.0,Neutral,rolling wheel
1360,2023-05-27 01:48:00+00:00,happy birthday blessing boss pa to wishing you longer life and prosperity and good health  unlimited grace all dayshow your boi love ogenyi michael uba,1,UBA,MykelOgenyi7650,0.7333333333333334,0.6666666666666666,Positive,happy birthday blessing boss pa wishing longer life prosperity good health unlimited grace dayshow boi love ogenyi michael uba
1372,2023-05-27 01:11:43+00:00,is it the one that could not say anything to you,0,UBA,UbaJoshua2,0.0,0.0,Neutral,could say anything
1374,2023-05-27 00:43:15+00:00,it crazy really but e just get some kinda stuff you will see and just ignore if you naturally have sense and on this space with but because of clout chasing and in the name of fun you still see people falling victim,0,UBA,UbaJoshua2,0.35,-0.01499999999999999,Negative,crazy really e get kinda stuff ignore naturally sense space clout chasing name fun still people falling victim
1377,2023-05-27 00:28:57+00:00,pls pick me boss  okere uchenna kelechi uba bank,0,UBA,Uchennaokere5,0.0,0.0,Neutral,pls pick boss okere uchenna kelechi uba bank
1378,2023-05-27 00:27:09+00:00,fireboy next album will go hard,0,UBA,Uba_198,0.2708333333333333,-0.14583333333333334,Negative,fireboy next album hard
1380,2023-05-27 00:20:10+00:00,please this girl is in a state of life and dead please we need all assistance from the masses sos so today i had to run to genevieve chidimma ubaonoh victory,1,UBA,festus7975,0.4,-0.2,Negative,please girl state life dead please need assistance masses sos today run genevieve chidimma ubaonoh victory
1382,2023-05-27 00:10:25+00:00,okere uchenna kelechi uba bank i pray am lucky,1,UBA,Uchennaokere5,0.8333333333333334,0.3333333333333333,Positive,okere uchenna kelechi uba bank pray lucky
1385,2023-05-27 00:09:22+00:00,beautiful you,0,UBA,UbaJoshua2,1.0,0.85,Positive,beautiful
1387,2023-05-27 00:05:21+00:00,th may  as part of the activities to mark the  kaduna state inaugurationswearingin ceremony the kaduna state governorelect senator  attended the special jumaat prayer at the sultan bello mosque,12,UBA,UbaSaniMedia_,0.5714285714285714,0.35714285714285715,Positive,th may part activities mark kaduna state inaugurationswearingin ceremony kaduna state governorelect senator attended special jumaat prayer sultan bello mosque
1388,2023-05-27 00:04:17+00:00,boss pls help with anything ill really appreciate uba,0,UBA,Ebentweets1,0.6,-0.15,Negative,boss pls help anything ill really appreciate uba
1390,2023-05-27 00:02:14+00:00,jamilu daudu adamuubaim will be great full bro,1,UBA,jeyovAfrica,0.65,0.575,Positive,jamilu daudu adamuubaim great full bro
1392,2023-05-26 23:50:43+00:00,it the go and carry your wife she has been there for long that made me fall apart,0,UBA,IamAdaUBA,0.4,-0.05,Negative,carry wife long made fall apart
1396,2023-05-26 23:47:43+00:00,th may  senator  joined his excellency governor  and a host of very important dignitaries who were invited to kaduna state to commission some of the key projects executed under the  programme of the governor elrufai administration,28,UBA,UbaSaniMedia_,1.0,0.26,Positive,th may senator joined excellency governor host important dignitaries invited kaduna state commission key projects executed programme governor elrufai administration
1397,2023-05-26 23:44:07+00:00,when are you opening your telegram community channel,0,UBA,Chinemerem_uba,0.0,0.0,Neutral,opening telegram community channel
1399,2023-05-26 23:40:59+00:00,every politically notable person is aware rmk is in town eg elrufai namadi sambo uba sani hadiza balarabe and copeople like me and you might not know coz its not you kind of business,26,UBA,young_ustaax,0.5499999999999999,0.45,Positive,every politically notable person aware rmk town eg elrufai namadi sambo uba sani hadiza balarabe copeople like might coz kind business
1400,2023-05-26 23:39:32+00:00,days to kashim ibrahim housesecuritythe senator  administration will reinvigorate the kaduna state counter terrorism operations centre with the participation of all relevant security and law enforcement agencies,5,UBA,UbaSaniMedia_,0.9,0.4,Positive,days kashim ibrahim housesecuritythe senator administration reinvigorate kaduna state counter terrorism operations centre participation relevant security law enforcement agencies
1409,2023-05-26 23:17:38+00:00,boss even if na  send to meuba bank,0,UBA,danielvadoo678,0.0,0.0,Neutral,boss even send meuba bank
1415,2023-05-26 23:05:38+00:00,boss i dey here also i never win your giveaway once adelaja ismail uba,0,UBA,Irish07gold,0.4,-0.4,Negative,boss dey also never win giveaway adelaja ismail uba
1418,2023-05-26 22:48:39+00:00,ubathank you sir,0,UBA,AGIMHENRY1,0.0,0.0,Neutral,ubathank sir
1421,2023-05-26 22:40:21+00:00,ykb  the world will hear your name soon thanks for the vulnerability on this album real life shit i need omah lay feature from you tho,0,UBA,Uba_198,0.43333333333333335,0.06666666666666667,Positive,ykb world hear name soon thanks vulnerability album real life shit need omah lay feature tho
1423,2023-05-26 22:38:46+00:00,done sirbless for breakfast uba,0,UBA,Olajire97659346,0.0,0.0,Neutral,done sirbless breakfast uba
1425,2023-05-26 22:35:17+00:00,i drop with faith even if it k pls  okere uchenna kelechi uba bank,0,UBA,Uchennaokere5,0.0,0.0,Neutral,drop faith even k pls okere uchenna kelechi uba bank
1428,2023-05-26 22:27:10+00:00,still waiting for any naija artist that can recreate this song from omah lay not even your top  one day we will talk about how omah is better than a lot of artist in this country both present and current man only make timeless musicanything wey no be timeless no concern am,9,UBA,Uba_198,0.48,0.2,Positive,still waiting naija artist recreate song omah lay even top day talk omah better lot artist country present current man timeless musicanything wey timeless concern
1429,2023-05-26 22:22:49+00:00,exactly sirthe hate word is just too much here,1,UBA,EmekaBrendan1,0.44999999999999996,-0.11666666666666668,Negative,exactly sirthe hate word much
1431,2023-05-26 22:20:27+00:00,ubaobinna augustinei never chop since yesterday night abeg help me out,0,UBA,Immacul97992925,0.0,0.0,Neutral,ubaobinna augustinei never chop since yesterday night abeg help
1432,2023-05-26 22:20:15+00:00,pls i know you may not see this but i have to try i need your assistance with k sir to settle my debts pls don baba just look my side for once i have all proofs sir i really need this siruba femi a,0,UBA,antisocial_femi,0.2,0.2,Positive,pls may try need assistance k sir settle debts pls baba look side proofs sir really need siruba femi
1433,2023-05-26 22:19:47+00:00,this will be the first time am asking u to look my way because say dem never pay me last month salary if u give me anything it will go a long way and god will bless u more and more thanks boss moses iyata uba,0,UBA,Omojo70,0.3333333333333333,0.2333333333333333,Positive,first time asking look way say dem never pay last month salary give anything long way god bless thanks boss moses iyata uba
1434,2023-05-26 22:09:20+00:00,more to come bro,0,UBA,EmekaBrendan1,0.5,0.5,Positive,come bro
1437,2023-05-26 22:00:38+00:00,happy birthday to an outstanding goonerette,1,UBA,UbaJoshua2,0.9375,0.65,Positive,happy birthday outstanding goonerette
1438,2023-05-26 21:57:57+00:00,today governor elect  attended the special jumaat prayer at the sultan bello mosque as part of the activities to mark the  kaduna state inaugurationswearingin ceremony,16,UBA,AlaminI401,0.7357142857142858,0.5785714285714286,Positive,today governor elect attended special jumaat prayer sultan bello mosque part activities mark kaduna state inaugurationswearingin ceremony
1442,2023-05-26 21:54:12+00:00,uba don start their wayre,7,UBA,BelMamacita,0.0,0.0,Neutral,uba start wayre
1444,2023-05-26 21:49:25+00:00,uba glory even if it kthanks boss,0,UBA,Zarahvibez001,0.0,0.0,Neutral,uba glory even kthanks boss
1445,2023-05-26 21:49:12+00:00,well get back to you when youre done begging uba that k,11,UBA,Engr_Stanley_EC,0.0,0.0,Neutral,well get back youre done begging uba k
1447,2023-05-26 21:47:36+00:00,pls just k god bless you  okere uchenna kelechi uba bank,0,UBA,Uchennaokere5,0.0,0.0,Neutral,pls k god bless okere uchenna kelechi uba bank
1449,2023-05-26 21:45:14+00:00,gaskiya people dey cheat for relationship jar ubathis space alone don confirm this to me almost everyone dey cheat,0,UBA,nibras_iya,0.0,0.0,Neutral,gaskiya people dey cheat relationship jar ubathis space alone confirm almost everyone dey cheat
